timestamp,step,loss,perplexity,learning_rate,tokens_per_sec,tokens_total,tokens_billions,elapsed_hours,phase
2026-02-18T21:51:44.566116,58900,3.369052,29.05,1.910743e-04,25901,1447526400,1.4475,15.5240,training_v2
2026-02-18T21:52:58.801626,58950,3.367084,28.99,1.910589e-04,25889,1448755200,1.4488,15.5446,training_v2
2026-02-18T21:54:12.379361,59000,3.272245,26.37,1.910434e-04,25877,1449984000,1.4500,15.5650,training_v2
2026-02-18T21:56:07.438209,59050,3.221052,25.05,1.910280e-04,25846,1451212800,1.4512,15.5970,training_v2
2026-02-18T21:57:20.011298,59100,3.237677,25.47,1.910125e-04,25834,1452441600,1.4524,15.6171,training_v2
2026-02-18T21:58:32.459614,59150,3.238539,25.50,1.909970e-04,25823,1453670400,1.4537,15.6373,training_v2
2026-02-18T21:59:44.987611,59200,3.241271,25.57,1.909815e-04,25811,1454899200,1.4549,15.6574,training_v2
2026-02-18T22:00:56.540144,59250,3.299055,27.09,1.909660e-04,25800,1456128000,1.4561,15.6773,training_v2
2026-02-18T22:02:11.112591,59300,3.334569,28.07,1.909505e-04,25788,1457356800,1.4574,15.6980,training_v2
2026-02-18T22:03:26.889840,59350,3.325337,27.81,1.909350e-04,25775,1458585600,1.4586,15.7190,training_v2
2026-02-18T22:04:39.445371,59400,3.329028,27.91,1.909194e-04,25764,1459814400,1.4598,15.7392,training_v2
2026-02-18T22:05:52.787455,59450,3.336293,28.11,1.909039e-04,25752,1461043200,1.4610,15.7596,training_v2
2026-02-18T22:07:06.430982,59500,3.340558,28.23,1.908883e-04,25741,1462272000,1.4623,15.7800,training_v2
2026-02-18T22:08:26.714691,59550,3.356665,28.69,1.908727e-04,25726,1463500800,1.4635,15.8023,training_v2
2026-02-18T22:09:39.224995,59600,3.395650,29.83,1.908571e-04,25715,1464729600,1.4647,15.8225,training_v2
2026-02-18T22:10:52.093992,59650,3.388142,29.61,1.908415e-04,25703,1465958400,1.4660,15.8427,training_v2
2026-02-18T22:12:03.630599,59700,3.374017,29.20,1.908259e-04,25693,1467187200,1.4672,15.8626,training_v2
2026-02-18T22:13:17.582340,59750,3.354379,28.63,1.908103e-04,25681,1468416000,1.4684,15.8831,training_v2
2026-02-18T22:14:33.467826,59800,3.327636,27.87,1.907946e-04,25668,1469644800,1.4696,15.9042,training_v2
2026-02-18T22:15:49.335733,59850,3.320096,27.66,1.907790e-04,25656,1470873600,1.4709,15.9253,training_v2
2026-02-18T22:17:04.334976,59900,3.337008,28.13,1.907633e-04,25644,1472102400,1.4721,15.9461,training_v2
2026-02-18T22:18:20.426617,59950,3.342225,28.28,1.907476e-04,25631,1473331200,1.4733,15.9673,training_v2
2026-02-18T22:19:36.719461,60000,3.244882,25.66,1.907319e-04,25619,1474560000,1.4746,15.9884,training_v2
2026-02-18T22:21:36.261649,60050,3.190400,24.30,1.907162e-04,25587,1475788800,1.4758,16.0216,training_v2
2026-02-18T22:22:51.285940,60100,3.204691,24.65,1.907005e-04,25575,1477017600,1.4770,16.0425,training_v2
2026-02-18T22:24:03.223008,60150,3.220125,25.03,1.906848e-04,25564,1478246400,1.4782,16.0625,training_v2
2026-02-18T22:25:08.980981,60200,3.207914,24.73,1.906690e-04,25556,1479475200,1.4795,16.0807,training_v2
